project_id,project_location_id,precision_code,geoname_id,place_name,latitude,longitude,location_type_code,location_type_name,gazetteer_adm_code,gazetteer_adm_name,location_class,geographic_exactness,is_geocoded,project_title,start_actual_isodate,start_actual_type,end_actual_isodate,end_actual_type,donors,donors_iso3,recipients,recipients_iso3,ad_sector_codes,ad_sector_names,status,transactions_start_year,transactions_end_year,total_commitments,total_disbursements,project_n
P051306,P051306_3670736,3,3670736,Rionegro,6.16667,-75.41667,ADM2,second-order administrative division,6295630|6255150|CO|02|3670736,Earth|South America|Colombia|Antioquia|Rionegro,1,1,1,Peace and Development Project (1st Phase APL),2004-06-10,start-actual,2012-09-15,end-actual,World Bank,DAC,Colombia,COL,151|311|321|160|112,"Other social infrastructure and services|Industry|Agriculture|Government and civil society, general|Basic education",Completion,2004,2012,35137057.0688,42082267.6782,1
P051306,P051306_3668318,3,3668318,San Vicente,6.33333,-75.33333,ADM2,second-order administrative division,6295630|6255150|CO|02|3668318,Earth|South America|Colombia|Antioquia|San Vicente,1,1,1,Peace and Development Project (1st Phase APL),2004-06-10,start-actual,2012-09-15,end-actual,World Bank,DAC,Colombia,COL,151|311|321|160|112,"Other social infrastructure and services|Industry|Agriculture|Government and civil society, general|Basic education",Completion,2004,2012,35137057.0688,42082267.6782,1
P051306,P051306_3668992,3,3668992,San Sebastián,1.91667,-76.66667,ADM2,second-order administrative division,6295630|6255150|CO|09|3668992,Earth|South America|Colombia|Departamento del Cauca|San Sebastián,1,1,1,Peace and Development Project (1st Phase APL),2004-06-10,start-actual,2012-09-15,end-actual,World Bank,DAC,Colombia,COL,151|311|321|160|112,"Other social infrastructure and services|Industry|Agriculture|Government and civil society, general|Basic education",Completion,2004,2012,35137057.0688,42082267.6782,1
P051306,P051306_3669034,3,3669034,San Rafael,6.31234,-75.02426,ADM2,second-order administrative division,6295630|6255150|CO|02|3669034,Earth|South America|Colombia|Antioquia|San Rafael,1,1,1,Peace and Development Project (1st Phase APL),2004-06-10,start-actual,2012-09-15,end-actual,World Bank,DAC,Colombia,COL,151|311|321|160|112,"Other social infrastructure and services|Industry|Agriculture|Government and civil society, general|Basic education",Completion,2004,2012,35137057.0688,42082267.6782,1
P051306,P051306_3669217,3,3669217,San Pablo,1.6702,-77.02373,ADM2,second-order administrative division,6295630|6255150|CO|20|3669217,Earth|South America|Colombia|Departamento de Nariño|San Pablo,1,1,1,Peace and Development Project (1st Phase APL),2004-06-10,start-actual,2012-09-15,end-actual,World Bank,DAC,Colombia,COL,151|311|321|160|112,"Other social infrastructure and services|Industry|Agriculture|Government and civil society, general|Basic education",Completion,2004,2012,35137057.0688,42082267.6782,1
P051306,P051306_3669219,3,3669219,San Onofre,9.73714,-75.52483,ADM2,second-order administrative division,6295630|6255150|CO|27|3669219,Earth|South America|Colombia|Departamento de Sucre|San Onofre,1,1,1,Peace and Development Project (1st Phase APL),2004-06-10,start-actual,2012-09-15,end-actual,World Bank,DAC,Colombia,COL,151|311|321|160|112,"Other social infrastructure and services|Industry|Agriculture|Government and civil society, general|Basic education",Completion,2004,2012,35137057.0688,42082267.6782,1
P051306,P051306_3669407,3,3669407,San Luis,6.0,-74.83333,ADM2,second-order administrative division,6295630|6255150|CO|02|3669407,Earth|South America|Colombia|Antioquia|San Luis,1,1,1,Peace and Development Project (1st Phase APL),2004-06-10,start-actual,2012-09-15,end-actual,World Bank,DAC,Colombia,COL,151|311|321|160|112,"Other social infrastructure and services|Industry|Agriculture|Government and civil society, general|Basic education",Completion,2004,2012,35137057.0688,42082267.6782,1
P051306,P051306_3669441,3,3669441,San Lorenzo,1.55731,-77.24599,ADM2,second-order administrative division,6295630|6255150|CO|20|3669441,Earth|South America|Colombia|Departamento de Nariño|San Lorenzo,1,1,1,Peace and Development Project (1st Phase APL),2004-06-10,start-actual,2012-09-15,end-actual,World Bank,DAC,Colombia,COL,151|311|321|160|112,"Other social infrastructure and services|Industry|Agriculture|Government and civil society, general|Basic education",Completion,2004,2012,35137057.0688,42082267.6782,1
P051306,P051306_3669455,3,3669455,San Juan Nepomuceno,9.94976,-75.07426,ADM2,second-order administrative division,6295630|6255150|CO|35|3669455,Earth|South America|Colombia|Departamento de Bolívar|San Juan Nepomuceno,1,1,1,Peace and Development Project (1st Phase APL),2004-06-10,start-actual,2012-09-15,end-actual,World Bank,DAC,Colombia,COL,151|311|321|160|112,"Other social infrastructure and services|Industry|Agriculture|Government and civil society, general|Basic education",Completion,2004,2012,35137057.0688,42082267.6782,1
P051306,P051306_3669739,3,3669739,San Jacinto,9.83333,-75.08333,ADM2,second-order administrative division,6295630|6255150|CO|35|3669739,Earth|South America|Colombia|Departamento de Bolívar|San Jacinto,1,1,1,Peace and Development Project (1st Phase APL),2004-06-10,start-actual,2012-09-15,end-actual,World Bank,DAC,Colombia,COL,151|311|321|160|112,"Other social infrastructure and services|Industry|Agriculture|Government and civil society, general|Basic education",Completion,2004,2012,35137057.0688,42082267.6782,1
P051306,P051306_3670010,3,3670010,San Carlos,6.2,-74.91667,ADM2,second-order administrative division,6295630|6255150|CO|02|3670010,Earth|South America|Colombia|Antioquia|San Carlos,1,1,1,Peace and Development Project (1st Phase APL),2004-06-10,start-actual,2012-09-15,end-actual,World Bank,DAC,Colombia,COL,151|311|321|160|112,"Other social infrastructure and services|Industry|Agriculture|Government and civil society, general|Basic education",Completion,2004,2012,35137057.0688,42082267.6782,1
P051306,P051306_3668525,3,3668525,Santa Rosa,1.5,-76.5,ADM2,second-order administrative division,6295630|6255150|CO|09|3668525,Earth|South America|Colombia|Departamento del Cauca|Santa Rosa,1,1,1,Peace and Development Project (1st Phase APL),2004-06-10,start-actual,2012-09-15,end-actual,World Bank,DAC,Colombia,COL,151|311|321|160|112,"Other social infrastructure and services|Industry|Agriculture|Government and civil society, general|Basic education",Completion,2004,2012,35137057.0688,42082267.6782,1
P051306,P051306_3668246,3,3668246,Sardinata,8.23424,-72.82039,ADM2,second-order administrative division,6295630|6255150|CO|21|3668246,Earth|South America|Colombia|Departamento de Norte de Santander|Sardinata,1,1,1,Peace and Development Project (1st Phase APL),2004-06-10,start-actual,2012-09-15,end-actual,World Bank,DAC,Colombia,COL,151|311|321|160|112,"Other social infrastructure and services|Industry|Agriculture|Government and civil society, general|Basic education",Completion,2004,2012,35137057.0688,42082267.6782,1
P051306,P051306_3668034,3,3668034,Silos,7.2,-72.75,ADM2,second-order administrative division,6295630|6255150|CO|21|3668034,Earth|South America|Colombia|Departamento de Norte de Santander|Silos,1,1,1,Peace and Development Project (1st Phase APL),2004-06-10,start-actual,2012-09-15,end-actual,World Bank,DAC,Colombia,COL,151|311|321|160|112,"Other social infrastructure and services|Industry|Agriculture|Government and civil society, general|Basic education",Completion,2004,2012,35137057.0688,42082267.6782,1
P051306,P051306_3668024,3,3668024,Simacota,6.44722,-73.34139,ADM2,second-order administrative division,6295630|6255150|CO|26|3668024,Earth|South America|Colombia|Departamento de Santander|Simacota,1,1,1,Peace and Development Project (1st Phase APL),2004-06-10,start-actual,2012-09-15,end-actual,World Bank,DAC,Colombia,COL,151|311|321|160|112,"Other social infrastructure and services|Industry|Agriculture|Government and civil society, general|Basic education",Completion,2004,2012,35137057.0688,42082267.6782,1
P051306,P051306_3668014,3,3668014,Simití,7.81632,-73.97922,ADM2,second-order administrative division,6295630|6255150|CO|35|3668014,Earth|South America|Colombia|Departamento de Bolívar|Simití,1,1,1,Peace and Development Project (1st Phase APL),2004-06-10,start-actual,2012-09-15,end-actual,World Bank,DAC,Colombia,COL,151|311|321|160|112,"Other social infrastructure and services|Industry|Agriculture|Government and civil society, general|Basic education",Completion,2004,2012,35137057.0688,42082267.6782,1
P051306,P051306_3667985,3,3667985,Sincelejo,9.3,-75.41667,ADM2,second-order administrative division,6295630|6255150|CO|27|3667985,Earth|South America|Colombia|Departamento de Sucre|Sincelejo,1,1,1,Peace and Development Project (1st Phase APL),2004-06-10,start-actual,2012-09-15,end-actual,World Bank,DAC,Colombia,COL,151|311|321|160|112,"Other social infrastructure and services|Industry|Agriculture|Government and civil society, general|Basic education",Completion,2004,2012,35137057.0688,42082267.6782,1
P051306,P051306_3667821,3,3667821,Sonson,5.75,-75.0,ADM2,second-order administrative division,6295630|6255150|CO|02|3667821,Earth|South America|Colombia|Antioquia|Sonson,1,1,1,Peace and Development Project (1st Phase APL),2004-06-10,start-actual,2012-09-15,end-actual,World Bank,DAC,Colombia,COL,151|311|321|160|112,"Other social infrastructure and services|Industry|Agriculture|Government and civil society, general|Basic education",Completion,2004,2012,35137057.0688,42082267.6782,1
P051306,P051306_3667795,3,3667795,Sotara,2.25,-76.58333,ADM2,second-order administrative division,6295630|6255150|CO|09|3667795,Earth|South America|Colombia|Departamento del Cauca|Sotara,1,1,1,Peace and Development Project (1st Phase APL),2004-06-10,start-actual,2012-09-15,end-actual,World Bank,DAC,Colombia,COL,151|311|321|160|112,"Other social infrastructure and services|Industry|Agriculture|Government and civil society, general|Basic education",Completion,2004,2012,35137057.0688,42082267.6782,1
P051306,P051306_3667472,3,3667472,Taminango,1.59388,-77.35522,ADM2,second-order administrative division,6295630|6255150|CO|20|3667472,Earth|South America|Colombia|Departamento de Nariño|Taminango,1,1,1,Peace and Development Project (1st Phase APL),2004-06-10,start-actual,2012-09-15,end-actual,World Bank,DAC,Colombia,COL,151|311|321|160|112,"Other social infrastructure and services|Industry|Agriculture|Government and civil society, general|Basic education",Completion,2004,2012,35137057.0688,42082267.6782,1
P051306,P051306_3667074,3,3667074,Timbío,2.41667,-76.75,ADM2,second-order administrative division,6295630|6255150|CO|09|3667074,Earth|South America|Colombia|Departamento del Cauca|Timbío,1,1,1,Peace and Development Project (1st Phase APL),2004-06-10,start-actual,2012-09-15,end-actual,World Bank,DAC,Colombia,COL,151|311|321|160|112,"Other social infrastructure and services|Industry|Agriculture|Government and civil society, general|Basic education",Completion,2004,2012,35137057.0688,42082267.6782,1
P051306,P051306_3666961,3,3666961,Toledo,7.3,-72.25,ADM2,second-order administrative division,6295630|6255150|CO|21|3666961,Earth|South America|Colombia|Departamento de Norte de Santander|Toledo,1,1,1,Peace and Development Project (1st Phase APL),2004-06-10,start-actual,2012-09-15,end-actual,World Bank,DAC,Colombia,COL,151|311|321|160|112,"Other social infrastructure and services|Industry|Agriculture|Government and civil society, general|Basic education",Completion,2004,2012,35137057.0688,42082267.6782,1
P051306,P051306_3666941,3,3666941,Toluviejo,9.45448,-75.43762,ADM2,second-order administrative division,6295630|6255150|CO|27|3666941,Earth|South America|Colombia|Departamento de Sucre|Toluviejo,1,1,1,Peace and Development Project (1st Phase APL),2004-06-10,start-actual,2012-09-15,end-actual,World Bank,DAC,Colombia,COL,151|311|321|160|112,"Other social infrastructure and services|Industry|Agriculture|Government and civil society, general|Basic education",Completion,2004,2012,35137057.0688,42082267.6782,1
P057692,P057692_3670735,3,3670735,Rionegro,7.5,-73.33333,ADM2,second-order administrative division,6295630|6255150|CO|26|3670735,Earth|South America|Colombia|Departamento de Santander|Rionegro,1,1,1,Second Magdalena Medio Regional Development Project,2001-09-27,start-actual,2004-05-28,end-actual,World Bank,DAC,Colombia,COL,151|310|160|321,"Agriculture, forestry, fishing|Industry|Government and civil society, general|Other social infrastructure and services",Completion,2001,2004,6247222.17266,6152975.8293,2
P053243,P053243_9178694,3,9178694,Cabrera,3.87443,-74.4719,ADM2,second-order administrative division,6295630|6255150|CO|33|9178694,Earth|South America|Colombia|Cundinamarca|Cabrera,1,1,1,Peasant Enterprise Zones Development Project,1998-06-15,start-actual,2003-12-31,end-actual,World Bank,DAC,Colombia,COL,151|310,"Agriculture, forestry, fishing|Government and civil society, general",Completion,1998,2003,6628358.55448,5517044.85716,1
P053243,P053243_6798554,3,6798554,Calamar,1.60178,-72.98243,ADM2,second-order administrative division,6295630|6255150|CO|14|6798554,Earth|South America|Colombia|Departamento del Guaviare|Calamar,1,1,1,Peasant Enterprise Zones Development Project,1998-06-15,start-actual,2003-12-31,end-actual,World Bank,DAC,Colombia,COL,151|310,"Agriculture, forestry, fishing|Government and civil society, general",Completion,1998,2003,6628358.55448,5517044.85716,1
