elec_id,codmuni,year,municipio,s_match_muniseat,s_match_presseat,s_match_muniseatpres,s_match_none,coddept,tipo_eleccion,s_nvote,s_mvote,s_nstot,s_votepro_centro,s_votepro_conserv,s_votepro_iz,s_votepro_lib,s_votepro_min,s_votepro_other,s_votepro_tv,s_votepro_urib,s_seatpro_iR,s_seatpro_centro,s_seatpro_conserv,s_seatpro_iz,s_seatpro_lib,s_seatpro_min,s_seatpro_other,s_seatpro_tv,s_seatpro_urib,s_miproR_centro,s_miproR_conserv,s_miproR_iz,s_miproR_lib,s_miproR_min,s_miproR_other,s_miproR_tv,s_miproR_urib
senado06,5237,2006,DON MATIAS,0,0,1,0,5,2,8934273,8306,102,-99,-99,0.0399711052251385,0.0102335660967975,0.00132434384782085,0,-99,0.262822056344811,5,-99,-99,0.0980392156862745,0.176470588235294,0.00980392156862745,0.147058823529412,-99,0.568627450980392,-99,-99,2,3,4,0,-99,1
senado06,5240,2006,EBEJICO,0,0,1,0,5,2,8934273,5769,102,-99,-99,0.00641358987692841,0.103657479632519,0.00104004160166407,0,-99,0.222395562489166,5,-99,-99,0.0980392156862745,0.176470588235294,0.00980392156862745,0.147058823529412,-99,0.568627450980392,-99,-99,3,2,4,0,-99,1
senado06,5250,2006,EL BAGRE,0,0,1,0,5,2,8934273,12930,102,-99,-99,0.0133797370456303,0.124903325599381,0.00317092034029389,0,-99,0.160866202629544,5,-99,-99,0.0980392156862745,0.176470588235294,0.00980392156862745,0.147058823529412,-99,0.568627450980392,-99,-99,3,2,4,0,-99,1
senado06,5264,2006,ENTRERRIOS,0,1,0,0,5,2,8934273,3677,102,-99,-99,0.0127821593690509,0.176774544465597,0.0027196083763938,0,-99,0.100625509926571,5,-99,-99,0.0980392156862745,0.176470588235294,0.00980392156862745,0.147058823529412,-99,0.568627450980392,-99,-99,3,1,4,0,-99,2
senado06,5266,2006,ENVIGADO,0,0,1,0,5,2,8934273,132175,102,-99,-99,0.0304444864762625,0.127474938528466,0.00309438244751277,0,-99,0.182954416493285,5,-99,-99,0.0980392156862745,0.176470588235294,0.00980392156862745,0.147058823529412,-99,0.568627450980392,-99,-99,3,2,4,0,-99,1
senado06,5282,2006,FREDONIA,0,1,0,0,5,2,8934273,10426,102,-99,-99,0.027431421446384,0.25071935545751,0.00172645309802417,0,-99,0.0882409361212354,5,-99,-99,0.0980392156862745,0.176470588235294,0.00980392156862745,0.147058823529412,-99,0.568627450980392,-99,-99,3,1,4,0,-99,2
senado06,5284,2006,FRONTINO,0,0,1,0,5,2,8934273,6110,102,-99,-99,0.0147299509001637,0.174468085106383,0.00294599018003273,0,-99,0.175777414075286,5,-99,-99,0.0980392156862745,0.176470588235294,0.00980392156862745,0.147058823529412,-99,0.568627450980392,-99,-99,3,2,4,0,-99,1
senado06,5306,2006,GIRALDO,0,0,1,0,5,2,8934273,2325,102,-99,-99,0.0133333333333333,0.090752688172043,-99,0,-99,0.168602150537634,4,-99,-99,0.0980392156862745,0.176470588235294,-99,0.147058823529412,-99,0.568627450980392,-99,-99,3,2,-99,0,-99,1
senado06,5308,2006,GIRARDOTA,0,0,1,0,5,2,8934273,20877,102,-99,-99,0.0485222972649327,0.0612156919097571,0.00220338171193179,0,-99,0.151171145279494,5,-99,-99,0.0980392156862745,0.176470588235294,0.00980392156862745,0.147058823529412,-99,0.568627450980392,-99,-99,3,2,4,0,-99,1
senado06,5310,2006,GOMEZ PLATA,0,1,0,0,5,2,8934273,4390,102,-99,-99,0.0109339407744875,0.169931662870159,9.11161731207289e-4,0,-99,0.164009111617312,5,-99,-99,0.0980392156862745,0.176470588235294,0.00980392156862745,0.147058823529412,-99,0.568627450980392,-99,-99,3,1,4,0,-99,2
senado06,5313,2006,GRANADA,0,0,1,0,5,2,8934273,2910,102,-99,-99,0.0209621993127148,0.0189003436426117,0.0013745704467354,0,-99,0.204810996563574,5,-99,-99,0.0980392156862745,0.176470588235294,0.00980392156862745,0.147058823529412,-99,0.568627450980392,-99,-99,2,3,4,0,-99,1
senado06,5315,2006,GUADALUPE,0,1,0,0,5,2,8934273,1766,102,-99,-99,0.00509626274065685,0.231596828992072,5.66251415628539e-4,0,-99,0.121177802944507,5,-99,-99,0.0980392156862745,0.176470588235294,0.00980392156862745,0.147058823529412,-99,0.568627450980392,-99,-99,3,1,4,0,-99,2
senado06,5318,2006,GUARNE,0,0,1,0,5,2,8934273,19051,102,-99,-99,0.0206813290640911,0.0396304655923574,0.00162721117001732,0,-99,0.272006718807412,5,-99,-99,0.0980392156862745,0.176470588235294,0.00980392156862745,0.147058823529412,-99,0.568627450980392,-99,-99,3,2,4,0,-99,1
senado06,5321,2006,GUATAPE,0,0,1,0,5,2,8934273,4076,102,-99,-99,0.0107948969578018,0.031648675171737,9.8135426889107e-4,0,-99,0.337095191364082,5,-99,-99,0.0980392156862745,0.176470588235294,0.00980392156862745,0.147058823529412,-99,0.568627450980392,-99,-99,3,2,4,0,-99,1
senado06,5347,2006,HELICONIA,0,1,0,0,5,2,8934273,3309,102,-99,-99,0.00725294650951949,0.163493502568752,0.00181323662737987,0,-99,0.119673617407072,5,-99,-99,0.0980392156862745,0.176470588235294,0.00980392156862745,0.147058823529412,-99,0.568627450980392,-99,-99,3,1,4,0,-99,2
senado06,5353,2006,HISPANIA,0,0,1,0,5,2,8934273,3727,102,-99,-99,0.00697612020391736,0.149181647437617,0.00107324926214113,0,-99,0.272873624899383,5,-99,-99,0.0980392156862745,0.176470588235294,0.00980392156862745,0.147058823529412,-99,0.568627450980392,-99,-99,3,2,4,0,-99,1
senado06,5360,2006,ITAGUI,0,0,1,0,5,2,8934273,126678,102,-99,-99,0.0381360615102859,0.0684965029444734,0.00249451364877879,0,-99,0.161867096101928,5,-99,-99,0.0980392156862745,0.176470588235294,0.00980392156862745,0.147058823529412,-99,0.568627450980392,-99,-99,3,2,4,0,-99,1
senado06,5361,2006,ITUANGO,0,1,0,0,5,2,8934273,5145,102,-99,-99,0.0110787172011662,0.0808551992225462,9.71817298347911e-4,0,-99,0.0235179786200194,5,-99,-99,0.0980392156862745,0.176470588235294,0.00980392156862745,0.147058823529412,-99,0.568627450980392,-99,-99,3,1,4,0,-99,2
senado06,5364,2006,JARDIN,0,0,1,0,5,2,8934273,8160,102,-99,-99,0.0307598039215686,0.0199754901960784,0.0243872549019608,0,-99,0.161764705882353,5,-99,-99,0.0980392156862745,0.176470588235294,0.00980392156862745,0.147058823529412,-99,0.568627450980392,-99,-99,2,4,3,0,-99,1
senado06,5368,2006,JERICO,0,1,0,0,5,2,8934273,8819,102,-99,-99,0.00578296859054315,0.160449030502325,0.00147409003288355,0,-99,0.153985712665835,5,-99,-99,0.0980392156862745,0.176470588235294,0.00980392156862745,0.147058823529412,-99,0.568627450980392,-99,-99,3,1,4,0,-99,2
senado06,5376,2006,LA CEJA,0,0,1,0,5,2,8934273,27921,102,-99,-99,0.0136814584004871,0.0605279180545109,0.00211310483148884,0,-99,0.281222019268651,5,-99,-99,0.0980392156862745,0.176470588235294,0.00980392156862745,0.147058823529412,-99,0.568627450980392,-99,-99,3,2,4,0,-99,1
senado06,5380,2006,LA ESTRELLA,0,0,1,0,5,2,8934273,21947,102,-99,-99,0.0288422107805167,0.0934979723880257,0.00182257256117009,0,-99,0.138743336219073,5,-99,-99,0.0980392156862745,0.176470588235294,0.00980392156862745,0.147058823529412,-99,0.568627450980392,-99,-99,3,2,4,0,-99,1
senado06,5390,2006,LA PINTADA,0,0,1,0,5,2,8934273,3414,102,-99,-99,0.00556531927357938,0.146748681898067,0.00175746924428822,0,-99,0.241944932630346,5,-99,-99,0.0980392156862745,0.176470588235294,0.00980392156862745,0.147058823529412,-99,0.568627450980392,-99,-99,3,2,4,0,-99,1
senado06,5400,2006,LA UNION,0,0,1,0,5,2,8934273,10313,102,-99,-99,0.00756326965965287,0.194705711238243,5.81789973819451e-4,0,-99,0.209347425579366,5,-99,-99,0.0980392156862745,0.176470588235294,0.00980392156862745,0.147058823529412,-99,0.568627450980392,-99,-99,3,2,4,0,-99,1
senado06,5411,2006,LIBORINA,0,0,1,0,5,2,8934273,5719,102,-99,-99,0.00454624934429096,0.0417905228186746,0.00104913446406714,0,-99,0.188494492044064,5,-99,-99,0.0980392156862745,0.176470588235294,0.00980392156862745,0.147058823529412,-99,0.568627450980392,-99,-99,3,2,4,0,-99,1
senado06,5425,2006,MACEO,0,0,1,0,5,2,8934273,3966,102,-99,-99,0.0143721633888048,0.0821986888552698,-99,0,-99,0.187594553706505,4,-99,-99,0.0980392156862745,0.176470588235294,-99,0.147058823529412,-99,0.568627450980392,-99,-99,3,2,-99,0,-99,1
senado06,5440,2006,MARINILLA,0,0,1,0,5,2,8934273,22180,102,-99,-99,0.0412082957619477,0.0164111812443643,0.00595130748422002,0,-99,0.195671776375113,5,-99,-99,0.0980392156862745,0.176470588235294,0.00980392156862745,0.147058823529412,-99,0.568627450980392,-99,-99,2,3,4,0,-99,1
senado06,5467,2006,MONTEBELLO,0,0,1,0,5,2,8934273,3160,102,-99,-99,0.0104430379746835,0.134177215189873,0.00569620253164557,0,-99,0.237025316455696,5,-99,-99,0.0980392156862745,0.176470588235294,0.00980392156862745,0.147058823529412,-99,0.568627450980392,-99,-99,3,2,4,0,-99,1
senado06,5475,2006,MURINDO,0,1,0,0,5,2,8934273,655,102,-99,-99,0.00305343511450382,0.241221374045802,-99,0,-99,0.0549618320610687,4,-99,-99,0.0980392156862745,0.176470588235294,-99,0.147058823529412,-99,0.568627450980392,-99,-99,3,1,-99,0,-99,2
senado06,5480,2006,MUTATA,0,1,0,0,5,2,8934273,3027,102,-99,-99,0.00462504129501156,0.165510406342914,0.00528576148001321,0,-99,0.163528245787909,5,-99,-99,0.0980392156862745,0.176470588235294,0.00980392156862745,0.147058823529412,-99,0.568627450980392,-99,-99,4,1,3,0,-99,2
senado06,5483,2006,NARINO,0,0,1,0,5,2,8934273,2436,102,-99,-99,0.0106732348111658,0.0151888341543514,8.21018062397373e-4,0,-99,0.332101806239737,5,-99,-99,0.0980392156862745,0.176470588235294,0.00980392156862745,0.147058823529412,-99,0.568627450980392,-99,-99,3,2,4,0,-99,1
senado06,5490,2006,NECOCLI,0,0,1,0,5,2,8934273,15820,102,-99,-99,0.0117572692793932,0.134070796460177,0.00644753476611884,0,-99,0.143805309734513,5,-99,-99,0.0980392156862745,0.176470588235294,0.00980392156862745,0.147058823529412,-99,0.568627450980392,-99,-99,3,2,4,0,-99,1
senado06,5495,2006,NECHI,0,1,0,0,5,2,8934273,6810,102,-99,-99,0.00484581497797357,0.267547723935389,0.0066079295154185,0,-99,0.108810572687225,5,-99,-99,0.0980392156862745,0.176470588235294,0.00980392156862745,0.147058823529412,-99,0.568627450980392,-99,-99,4,1,3,0,-99,2
senado06,5501,2006,OLAYA,0,0,1,0,5,2,8934273,1798,102,-99,-99,0.0111234705228031,0.085650723025584,5.56173526140156e-4,0,-99,0.258064516129032,5,-99,-99,0.0980392156862745,0.176470588235294,0.00980392156862745,0.147058823529412,-99,0.568627450980392,-99,-99,3,2,4,0,-99,1
senado06,5541,2006,PENOL,0,0,1,0,5,2,8934273,6597,102,-99,-99,0.0186448385629832,0.0906472639078369,0.00197059269364863,0,-99,0.206609064726391,5,-99,-99,0.0980392156862745,0.176470588235294,0.00980392156862745,0.147058823529412,-99,0.568627450980392,-99,-99,3,2,4,0,-99,1
senado06,5543,2006,PEQUE,0,1,0,0,5,2,8934273,3314,102,-99,-99,0.0132770066385033,0.394990947495474,-99,0,-99,0.0141822570911285,4,-99,-99,0.0980392156862745,0.176470588235294,-99,0.147058823529412,-99,0.568627450980392,-99,-99,3,1,-99,0,-99,2
senado06,5576,2006,PUEBLORRICO,0,1,0,0,5,2,8934273,4165,102,-99,-99,0.0225690276110444,0.163505402160864,0.0021608643457383,0,-99,0.153661464585834,5,-99,-99,0.0980392156862745,0.176470588235294,0.00980392156862745,0.147058823529412,-99,0.568627450980392,-99,-99,3,1,4,0,-99,2
senado06,5579,2006,PUERTO BERRIO,0,1,0,0,5,2,8934273,12634,102,-99,-99,0.0273072661073294,0.171442140256451,0.0015038784233022,0,-99,0.125375969605826,5,-99,-99,0.0980392156862745,0.176470588235294,0.00980392156862745,0.147058823529412,-99,0.568627450980392,-99,-99,3,1,4,0,-99,2
senado06,5585,2006,PUERTO NARE,0,0,1,0,5,2,8934273,6369,102,-99,-99,0.0202543570419218,0.0962474485790548,0.00109907363793374,0,-99,0.179777045062019,5,-99,-99,0.0980392156862745,0.176470588235294,0.00980392156862745,0.147058823529412,-99,0.568627450980392,-99,-99,3,2,4,0,-99,1
senado06,5591,2006,PUERTO TRIUNFO,0,0,1,0,5,2,8934273,5816,102,-99,-99,0.0127235213204952,0.0703232462173315,5.15818431911967e-4,0,-99,0.105226960110041,5,-99,-99,0.0980392156862745,0.176470588235294,0.00980392156862745,0.147058823529412,-99,0.568627450980392,-99,-99,3,2,4,0,-99,1
senado06,5604,2006,REMEDIOS,0,1,0,0,5,2,8934273,5524,102,-99,-99,0.00778421433743664,0.204742939898624,9.05141202027516e-4,0,-99,0.171976828385228,5,-99,-99,0.0980392156862745,0.176470588235294,0.00980392156862745,0.147058823529412,-99,0.568627450980392,-99,-99,3,1,4,0,-99,2
senado06,5607,2006,RETIRO,0,0,1,0,5,2,8934273,10411,102,-99,-99,0.0126788973201422,0.0875996542118913,0.00124867928152915,0,-99,0.293823840169052,5,-99,-99,0.0980392156862745,0.176470588235294,0.00980392156862745,0.147058823529412,-99,0.568627450980392,-99,-99,3,2,4,0,-99,1
senado06,5615,2006,RIONEGRO,0,0,1,0,5,2,8934273,63260,102,-99,-99,0.0224312361681948,0.0528612077141954,0.00207081884287069,0,-99,0.2957635156497,5,-99,-99,0.0980392156862745,0.176470588235294,0.00980392156862745,0.147058823529412,-99,0.568627450980392,-99,-99,3,2,4,0,-99,1
senado06,5628,2006,SABANALARGA,0,1,0,0,5,2,8934273,4024,102,-99,-99,0.00323061630218688,0.117047713717694,-99,0,-99,0.0666003976143141,4,-99,-99,0.0980392156862745,0.176470588235294,-99,0.147058823529412,-99,0.568627450980392,-99,-99,3,1,-99,0,-99,2
senado06,5631,2006,SABANETA,0,0,1,0,5,2,8934273,26704,102,-99,-99,0.0349011384062313,0.0736219292989814,0.00374475733972439,0,-99,0.148629418813661,5,-99,-99,0.0980392156862745,0.176470588235294,0.00980392156862745,0.147058823529412,-99,0.568627450980392,-99,-99,3,2,4,0,-99,1
senado06,5642,2006,SALGAR,0,1,0,0,5,2,8934273,5208,102,-99,-99,0.00422427035330261,0.230414746543779,3.84024577572965e-4,0,-99,0.160522273425499,5,-99,-99,0.0980392156862745,0.176470588235294,0.00980392156862745,0.147058823529412,-99,0.568627450980392,-99,-99,3,1,4,0,-99,2
senado06,5647,2006,SAN ANDRES,0,0,1,0,5,2,8934273,1903,102,-99,-99,0.0246978455070941,0.0867052023121387,0.00420388859695218,0,-99,0.147136100893326,5,-99,-99,0.0980392156862745,0.176470588235294,0.00980392156862745,0.147058823529412,-99,0.568627450980392,-99,-99,3,2,4,0,-99,1
senado06,5649,2006,SAN CARLOS,0,0,1,0,5,2,8934273,5419,102,-99,-99,0.00590514855139325,0.0112566894260934,1.84535892231039e-4,0,-99,0.0942978409300609,5,-99,-99,0.0980392156862745,0.176470588235294,0.00980392156862745,0.147058823529412,-99,0.568627450980392,-99,-99,3,2,4,0,-99,1
senado06,5652,2006,SAN FRANCISCO,0,1,0,0,5,2,8934273,1598,102,-99,-99,0.00500625782227785,0.204630788485607,6.25782227784731e-4,0,-99,0.175844806007509,5,-99,-99,0.0980392156862745,0.176470588235294,0.00980392156862745,0.147058823529412,-99,0.568627450980392,-99,-99,3,1,4,0,-99,2
senado06,5656,2006,SAN JERONIMO,0,0,1,0,5,2,8934273,6847,102,-99,-99,0.0131444428216737,0.123411713159048,2.92098729370527e-4,0,-99,0.276617496713889,5,-99,-99,0.0980392156862745,0.176470588235294,0.00980392156862745,0.147058823529412,-99,0.568627450980392,-99,-99,3,2,4,0,-99,1
senado06,5658,2006,SAN JOSE DE LA MONTANA,0,1,0,0,5,2,8934273,2228,102,-99,-99,0.0161579892280072,0.148114901256732,0.00134649910233393,0,-99,0.0439856373429084,5,-99,-99,0.0980392156862745,0.176470588235294,0.00980392156862745,0.147058823529412,-99,0.568627450980392,-99,-99,3,1,4,0,-99,2
senado06,5659,2006,SAN JUAN DE URABA,0,0,1,0,5,2,8934273,7372,102,-99,-99,0.0170916983179598,0.17444384156267,0.00488334237655996,0,-99,0.178513293543136,5,-99,-99,0.0980392156862745,0.176470588235294,0.00980392156862745,0.147058823529412,-99,0.568627450980392,-99,-99,3,2,4,0,-99,1
senado06,5660,2006,SAN LUIS,0,0,1,0,5,2,8934273,2836,102,-99,-99,0.0377291960507757,0.00952045133991537,3.52609308885755e-4,0,-99,0.270451339915374,5,-99,-99,0.0980392156862745,0.176470588235294,0.00980392156862745,0.147058823529412,-99,0.568627450980392,-99,-99,2,3,4,0,-99,1
senado06,5664,2006,SAN PEDRO,0,0,1,0,5,2,8934273,10352,102,-99,-99,0.0140069551777434,0.0680061823802164,0.00231839258114374,0,-99,0.119204018547141,5,-99,-99,0.0980392156862745,0.176470588235294,0.00980392156862745,0.147058823529412,-99,0.568627450980392,-99,-99,3,2,4,0,-99,1
senado06,5665,2006,SAN PEDRO DE URABA,0,0,1,0,5,2,8934273,10367,102,-99,-99,0.0135043889264011,0.0925050641458474,0.00723449406771486,0,-99,0.142857142857143,5,-99,-99,0.0980392156862745,0.176470588235294,0.00980392156862745,0.147058823529412,-99,0.568627450980392,-99,-99,3,2,4,0,-99,1
senado06,5667,2006,SAN RAFAEL,0,0,1,0,5,2,8934273,4262,102,-99,-99,0.0124354763022055,0.0504458000938527,7.03894885030502e-4,0,-99,0.277803847958705,5,-99,-99,0.0980392156862745,0.176470588235294,0.00980392156862745,0.147058823529412,-99,0.568627450980392,-99,-99,3,2,4,0,-99,1
senado06,5670,2006,SAN ROQUE,0,0,1,0,5,2,8934273,5544,102,-99,-99,0.0167748917748918,0.0268759018759019,5.41125541125541e-4,0,-99,0.290764790764791,5,-99,-99,0.0980392156862745,0.176470588235294,0.00980392156862745,0.147058823529412,-99,0.568627450980392,-99,-99,3,2,4,0,-99,1
senado06,5674,2006,SAN VICENTE,0,0,1,0,5,2,8934273,10637,102,-99,-99,0.012785559838300301,0.05640688163956,0.00131616057158973,0,-99,0.245275923662687,5,-99,-99,0.0980392156862745,0.176470588235294,0.00980392156862745,0.147058823529412,-99,0.568627450980392,-99,-99,3,2,4,0,-99,1
senado06,5679,2006,SANTA BARBARA,0,0,1,0,5,2,8934273,13161,102,-99,-99,0.011853202644176,0.144593875845301,0.00714231441379834,0,-99,0.23189727224375,5,-99,-99,0.0980392156862745,0.176470588235294,0.00980392156862745,0.147058823529412,-99,0.568627450980392,-99,-99,3,2,4,0,-99,1
senado06,5686,2006,SANTA ROSA DE OSOS,0,0,1,0,5,2,8934273,21149,102,-99,-99,0.0403328762589248,0.0157454253156178,5.67402714076316e-4,0,-99,0.0535722729207055,5,-99,-99,0.0980392156862745,0.176470588235294,0.00980392156862745,0.147058823529412,-99,0.568627450980392,-99,-99,2,3,4,0,-99,1
senado06,5690,2006,SANTO DOMINGO,0,0,1,0,5,2,8934273,4893,102,-99,-99,0.023707337012058,0.0523196403024729,4.0874718986307e-4,0,-99,0.151236460249336,5,-99,-99,0.0980392156862745,0.176470588235294,0.00980392156862745,0.147058823529412,-99,0.568627450980392,-99,-99,3,2,4,0,-99,1
senado06,5697,2006,SANTUARIO,0,0,1,0,5,2,8934273,14136,102,-99,-99,0.0151386530843237,0.0349462365591398,8.48896434634975e-4,0,-99,0.253749292586304,5,-99,-99,0.0980392156862745,0.176470588235294,0.00980392156862745,0.147058823529412,-99,0.568627450980392,-99,-99,3,2,4,0,-99,1
senado06,5736,2006,SEGOVIA,0,1,0,0,5,2,8934273,8035,102,-99,-99,0.015556938394524,0.242688238954574,0.0014934660858743,0,-99,0.112258867454885,5,-99,-99,0.0980392156862745,0.176470588235294,0.00980392156862745,0.147058823529412,-99,0.568627450980392,-99,-99,3,1,4,0,-99,2
senado06,5756,2006,SONSON,0,0,1,0,5,2,8934273,13594,102,-99,-99,0.0141974400470796,0.0237604825658379,0.00213329410033838,0,-99,0.2361335883478,5,-99,-99,0.0980392156862745,0.176470588235294,0.00980392156862745,0.147058823529412,-99,0.568627450980392,-99,-99,3,2,4,0,-99,1
senado06,5761,2006,SOPETRAN,0,0,1,0,5,2,8934273,7463,102,-99,-99,0.0131314484791639,0.116441109473402,5.35977488945464e-4,0,-99,0.20795926571084,5,-99,-99,0.0980392156862745,0.176470588235294,0.00980392156862745,0.147058823529412,-99,0.568627450980392,-99,-99,3,2,4,0,-99,1
senado06,5789,2006,TAMESIS,0,0,1,0,5,2,8934273,8610,102,-99,-99,0.0180023228803717,0.116144018583043,0.00313588850174216,0,-99,0.19849012775842,5,-99,-99,0.0980392156862745,0.176470588235294,0.00980392156862745,0.147058823529412,-99,0.568627450980392,-99,-99,3,2,4,0,-99,1
senado06,5790,2006,TARAZA,0,1,0,0,5,2,8934273,7478,102,-99,-99,0.00976196844075956,0.231345279486494,9.36079165552287e-4,0,-99,0.0575020058839262,5,-99,-99,0.0980392156862745,0.176470588235294,0.00980392156862745,0.147058823529412,-99,0.568627450980392,-99,-99,3,1,4,0,-99,2
senado06,5792,2006,TARSO,0,1,0,0,5,2,8934273,4075,102,-99,-99,0.0174233128834356,0.222331288343558,2.45398773006135e-4,0,-99,0.0905521472392638,5,-99,-99,0.0980392156862745,0.176470588235294,0.00980392156862745,0.147058823529412,-99,0.568627450980392,-99,-99,3,1,4,0,-99,2
senado06,5809,2006,TITIRIBI,0,0,1,0,5,2,8934273,4858,102,-99,-99,0.0150267599835323,0.15109098394401,6.17538081515027e-4,0,-99,0.212638946068341,5,-99,-99,0.0980392156862745,0.176470588235294,0.00980392156862745,0.147058823529412,-99,0.568627450980392,-99,-99,3,2,4,0,-99,1
senado06,5819,2006,TOLEDO,0,0,1,0,5,2,8934273,1845,102,-99,-99,0.0102981029810298,0.0650406504065041,0.0021680216802168,0,-99,0.208672086720867,5,-99,-99,0.0980392156862745,0.176470588235294,0.00980392156862745,0.147058823529412,-99,0.568627450980392,-99,-99,3,2,4,0,-99,1
senado06,5837,2006,TURBO,0,0,1,0,5,2,8934273,34579,102,-99,-99,0.0210243211197548,0.0669192284334423,0.00240030076057723,0,-99,0.118916105150525,5,-99,-99,0.0980392156862745,0.176470588235294,0.00980392156862745,0.147058823529412,-99,0.568627450980392,-99,-99,3,2,4,0,-99,1
senado06,5842,2006,URAMITA,0,1,0,0,5,2,8934273,3097,102,-99,-99,0.00645786244752987,0.18986115595737801,3.22893122376493e-4,0,-99,0.0946076848563126,5,-99,-99,0.0980392156862745,0.176470588235294,0.00980392156862745,0.147058823529412,-99,0.568627450980392,-99,-99,3,1,4,0,-99,2
senado06,5847,2006,URRAO,0,0,1,0,5,2,8934273,7266,102,-99,-99,0.0119735755573906,0.0719790806496009,0.00316542802091935,0,-99,0.261216625378475,5,-99,-99,0.0980392156862745,0.176470588235294,0.00980392156862745,0.147058823529412,-99,0.568627450980392,-99,-99,3,2,4,0,-99,1
senado06,5854,2006,VALDIVIA,0,1,0,0,5,2,8934273,4161,102,-99,-99,0.00648882480173035,0.288872867099255,4.80653689017063e-4,0,-99,0.103821196827686,5,-99,-99,0.0980392156862745,0.176470588235294,0.00980392156862745,0.147058823529412,-99,0.568627450980392,-99,-99,3,1,4,0,-99,2
senado06,5856,2006,VALPARAISO,0,0,1,0,5,2,8934273,3221,102,-99,-99,0.0136603539273518,0.0704750077615647,0.0307357963365414,0,-99,0.0828935113318845,5,-99,-99,0.0980392156862745,0.176470588235294,0.00980392156862745,0.147058823529412,-99,0.568627450980392,-99,-99,4,2,3,0,-99,1
senado06,5858,2006,VEGACHI,0,0,1,0,5,2,8934273,3858,102,-99,-99,0.00570243649559357,0.0808709175738725,0.00129600829445308,0,-99,0.201918092275791,5,-99,-99,0.0980392156862745,0.176470588235294,0.00980392156862745,0.147058823529412,-99,0.568627450980392,-99,-99,3,2,4,0,-99,1
senado06,5861,2006,VENECIA,0,1,0,0,5,2,8934273,6692,102,-99,-99,0.00821876867901973,0.256575014943216,0.00104602510460251,0,-99,0.157650926479378,5,-99,-99,0.0980392156862745,0.176470588235294,0.00980392156862745,0.147058823529412,-99,0.568627450980392,-99,-99,3,1,4,0,-99,2
senado06,5873,2006,VIGIA DEL FUERTE,0,1,0,0,5,2,8934273,3014,102,-99,-99,0.00232249502322495,0.340743198407432,0.00165892501658925,0,-99,0.059721300597213,5,-99,-99,0.0980392156862745,0.176470588235294,0.00980392156862745,0.147058823529412,-99,0.568627450980392,-99,-99,3,1,4,0,-99,2
senado06,5885,2006,YALI,0,0,1,0,5,2,8934273,2572,102,-99,-99,0.01049766718507,0.115863141524106,3.88802488335925e-4,0,-99,0.126749611197512,5,-99,-99,0.0980392156862745,0.176470588235294,0.00980392156862745,0.147058823529412,-99,0.568627450980392,-99,-99,3,2,4,0,-99,1
senado06,5887,2006,YARUMAL,0,0,1,0,5,2,8934273,14459,102,-99,-99,0.0293242962860502,0.130714433916592,0.00159070475136593,0,-99,0.174977522650252,5,-99,-99,0.0980392156862745,0.176470588235294,0.00980392156862745,0.147058823529412,-99,0.568627450980392,-99,-99,3,2,4,0,-99,1
senado06,5890,2006,YOLOMBO,0,1,0,0,5,2,8934273,6570,102,-99,-99,0.0167427701674277,0.152815829528158,7.6103500761035e-4,0,-99,0.127092846270928,5,-99,-99,0.0980392156862745,0.176470588235294,0.00980392156862745,0.147058823529412,-99,0.568627450980392,-99,-99,3,1,4,0,-99,2
senado06,5893,2006,YONDO,0,1,0,0,5,2,8934273,4891,102,-99,-99,0.0368022899202617,0.188509507258229,0.00102228583111838,0,-99,0.148026988345942,5,-99,-99,0.0980392156862745,0.176470588235294,0.00980392156862745,0.147058823529412,-99,0.568627450980392,-99,-99,3,1,4,0,-99,2
senado06,5895,2006,ZARAGOZA,0,1,0,0,5,2,8934273,7167,102,-99,-99,0.0149295381610158,0.196316450397656,0.00446490860890191,0,-99,0.0634854192828241,5,-99,-99,0.0980392156862745,0.176470588235294,0.00980392156862745,0.147058823529412,-99,0.568627450980392,-99,-99,3,1,4,0,-99,2
senado06,8001,2006,BARRANQUILLA,0,0,1,0,8,2,8934273,605155,102,-99,-99,0.0483099371235469,0.0310482438383555,7.84922870999992e-4,0,-99,0.304768199882675,5,-99,-99,0.0980392156862745,0.176470588235294,0.00980392156862745,0.147058823529412,-99,0.568627450980392,-99,-99,2,3,4,0,-99,1
senado06,8078,2006,BARANOA,0,0,1,0,8,2,8934273,40740,102,-99,-99,0.0266077565046637,0.0389543446244477,3.19096710849288e-4,0,-99,0.351890034364261,5,-99,-99,0.0980392156862745,0.176470588235294,0.00980392156862745,0.147058823529412,-99,0.568627450980392,-99,-99,3,2,4,0,-99,1
senado06,8137,2006,CAMPO DE LA CRUZ,0,0,1,0,8,2,8934273,14789,102,-99,-99,0.0110217053215228,0.014740685644736,1.35235648116844e-4,0,-99,0.416661031847995,5,-99,-99,0.0980392156862745,0.176470588235294,0.00980392156862745,0.147058823529412,-99,0.568627450980392,-99,-99,3,2,4,0,-99,1
senado06,8141,2006,CANDELARIA,0,0,1,0,8,2,8934273,10488,102,-99,-99,0.00162090007627765,0.0312738367658276,4.7673531655225e-4,0,-99,0.388539282990084,5,-99,-99,0.0980392156862745,0.176470588235294,0.00980392156862745,0.147058823529412,-99,0.568627450980392,-99,-99,3,2,4,0,-99,1
