codmuni,elec_id,municipio,coddept,tipo_eleccion,s_nvote_avg,s_mvote_avg,s_natlseats_14,s_match_muniseat,s_match_presseat,s_match_muniseatpres,s_match_none,s_votepro_centro,s_votepro_conserv,s_votepro_iz,s_votepro_lib,s_votepro_min,s_votepro_other,s_votepro_tv,s_votepro_urib,s_seatpro_centro,s_seatpro_conserv,s_seatpro_iz,s_seatpro_lib,s_seatpro_min,s_seatpro_other,s_seatpro_tv,s_seatpro_urib
5411,senado02,LIBORINA,5,2,10592550.25,3915.75,102,0,0.5,0.25,0.25,0.0037984754778581705,0.6456929271911065,0.013924448032329579,0.0904348544341793,0.004137510995778465,0.4149399472446567,0.012945914844649,0.15761203876146537,0,0,0,0,0,0,0,0
5425,senado02,MACEO,5,2,10592550.25,2521.25,102,0.25,0.5,0.25,0,0.0028702511105900387,0.3816690709970425,0.0200979249713392,0.24428763041353296,0.0050258055006546865,0.3767770855136665,0.0596616206589492,0.1584707898406026,0,0,0,0,0,0,0,0
5440,senado02,MARINILLA,5,2,10592550.25,14473.25,102,0,0.5,0.25,0.25,0.021177564511637482,0.244478027385744,0.0446526782485625,0.08784772826112687,0.06094350662831155,0.405268005269728,0.17476709756626,0.2570363359054655,0,0,0,0,0,0,0,0
5467,senado02,MONTEBELLO,5,2,10592550.25,2160.25,102,0.25,0.5,0.25,0,0.004258160776304063,0.2323794382617915,0.0115808194642893,0.25451928477451674,0.004613948098880058,0.39954716928591727,0.0439851616322205,0.20630304501208216,0,0,0,0,0,0,0,0
5475,senado02,MURINDO,5,2,10592550.25,504.75,102,0,0.75,0,0.25,0.022112016759959406,0.31775944657217403,0.00610188095594472,0.371020747240956,0.00333889816360601,0.36599801245352537,0.0065359477124183,0.029040728821459035,0,0,0,0,0,0,0,0
5480,senado02,MUTATA,5,2,10592550.25,2451.5,102,0,0.75,0,0.25,0.004760635211260074,0.2436066632990545,0.00741456146383233,0.20613174657498626,0.11737346384382541,0.40526532943627197,0.150874635568513,0.13377307842385605,0,0,0,0,0,0,0,0
5483,senado02,NARINO,5,2,10592550.25,2638.75,102,0,0.5,0.25,0.25,0.007883376478026075,0.5645710815701674,0.008220123749296855,0.05018974390301858,0.004352532212633874,0.3106362731303023,0.0478662053056517,0.331634897462539,0,0,0,0,0,0,0,0
5490,senado02,NECOCLI,5,2,10592550.25,10375.75,102,0,0,0.75,0.25,0.00392027067784231,0.23390448834404948,0.010544912449879085,0.1404632427026255,0.17135217571222924,0.396731554984225,0.316056995250396,0.13011191831103258,0,0,0,0,0,0,0,0
5495,senado02,NECHI,5,2,10592550.25,5354,102,0.25,0.5,0.25,0,0.00866960149081529,0.34105888400065854,0.006388592176587949,0.30485668485093553,0.006312756452882814,0.35304373981458403,0.234056328909032,0.09862498656082565,0,0,0,0,0,0,0,0
5501,senado02,OLAYA,5,2,10592550.25,1176.75,102,0,0.5,0.25,0.25,0.002381943693044961,0.43568767038078504,0.0120891504050047,0.1586624747347775,0.003624806977260173,0.3584822768369468,0.221932114882507,0.19988494805634074,0,0,0,0,0,0,0,0
5541,senado02,PENOL,5,2,10592550.25,4787.25,102,0.25,0.25,0.5,0,0.006293081407659269,0.18294778450398652,0.02223544624693025,0.29262897180069575,0.025686523302627617,0.371639620340727,0.258070641853399,0.14463742848705408,0,0,0,0,0,0,0,0
5543,senado02,PEQUE,5,2,10592550.25,2172.75,102,0.25,0.5,0.25,0,0.0110035211267606,0.03298313956861665,0.011039911769955875,0.5173173288134753,0.00859845227858985,0.24740019742825367,0.0338908450704225,0.1998977434700415,0,0,0,0,0,0,0,0
5576,senado02,PUEBLORRICO,5,2,10592550.25,2841.75,102,0.25,0.75,0,0,0.00408829004738156,0.23842318953070452,0.0177321011599315,0.26605382984284526,0.005296313956771271,0.3976171392842595,0.0569883527454243,0.1869658443381063,0,0,0,0,0,0,0,0
5579,senado02,PUERTO BERRIO,5,2,10592550.25,8953.25,102,0.25,0.75,0,0,0.015483386417702203,0.1900629415479665,0.0299665705113301,0.201183198023647,0.00935013995585935,0.5003861394665885,0.0891849175886205,0.14749453230279036,0,0,0,0,0,0,0,0
5585,senado02,PUERTO NARE,5,2,10592550.25,4360,102,0.25,0.5,0.25,0,0.008855119849190074,0.35926057834409486,0.0251630851636898,0.1349998124687482,0.008631563349217934,0.5455761832579002,0.0426391382405745,0.10343737556050983,0,0,0,0,0,0,0,0
5591,senado02,PUERTO TRIUNFO,5,2,10592550.25,4326.5,102,0.25,0.5,0.25,0,0.00853894399852901,0.580383902661028,0.010035847541596204,0.0533486523032985,0.0054024531728141655,0.5126456959931069,0.0395504646639291,0.11845211255779264,0,0,0,0,0,0,0,0
5604,senado02,REMEDIOS,5,2,10592550.25,3576.75,102,0.25,0.5,0.25,0,0.008379504864702656,0.19911879686778092,0.02537576489916267,0.25539231573059823,0.008604532681989418,0.44639547412928826,0.174439955930959,0.12961691211388304,0,0,0,0,0,0,0,0
5607,senado02,RETIRO,5,2,10592550.25,6824.25,102,0.25,0.25,0.5,0,0.009676011494956267,0.1670659939766155,0.01708883440945685,0.18140841153069281,0.05672193633428755,0.33352366063033323,0.214987714987715,0.28944512402707573,0,0,0,0,0,0,0,0
5615,senado02,RIONEGRO,5,2,10592550.25,40524.5,102,0,0.25,0.5,0.25,0.013819318902674876,0.1792210933270025,0.03810924942541375,0.08442790173302323,0.1989066190648823,0.3519087704466395,0.10987408508371,0.2679851816975338,0,0,0,0,0,0,0,0
5628,senado02,SABANALARGA,5,2,10592550.25,2744.5,102,0.25,0.75,0,0,0.002568125305503559,0.6170406612360605,0.00581378143353619,0.171234350429437,0.02879425911774328,0.3955469010732725,0.00954198473282443,0.10308280744128664,0,0,0,0,0,0,0,0
5631,senado02,SABANETA,5,2,10592550.25,19984.75,102,0,0.5,0.25,0.25,0.019671871795407792,0.34091424150886596,0.03829307030324765,0.1212997846000021,0.011018465608333824,0.40297830066346424,0.0716886026323159,0.24517835511959174,0,0,0,0,0,0,0,0
5642,senado02,SALGAR,5,2,10592550.25,3686,102,0.25,0.5,0.25,0,0.0023914465578875267,0.174931192321422,0.013713648417508804,0.28287129474649325,0.003943294990007468,0.32423508747559127,0.066078184110971,0.277300595219786,0,0,0,0,0,0,0,0
5647,senado02,SAN ANDRES,5,2,10592550.25,1533,102,0,0.5,0.25,0.25,0.006381290988068477,0.4481889593782175,0.01769651633643475,0.15393755488212793,0.006970552887166577,0.3667835722787828,0.0420168067226891,0.22581805039466502,0,0,0,0,0,0,0,0
5649,senado02,SAN CARLOS,5,2,10592550.25,3885.5,102,0,0.5,0.25,0.25,0.003309465348934778,0.6425695229177566,0.014221161636291425,0.05279293828317415,0.00591876505247479,0.47711201913141876,0.0236988847583643,0.12885380631773463,0,0,0,0,0,0,0,0
5652,senado02,SAN FRANCISCO,5,2,10592550.25,1613,102,0.25,0.75,0,0,0.003377477739025811,0.7483696845638634,0.008544021104447474,0.18749505344451595,0.008355997690869614,0.31537342513529326,0.00929368029739777,0.10755114193926382,0,0,0,0,0,0,0,0
5656,senado02,SAN JERONIMO,5,2,10592550.25,4381,102,0.25,0.25,0.5,0,0.004942189038196506,0.1111224255793129,0.014747576861073801,0.308320832092854,0.006319529285678825,0.331446531387211,0.248341232227488,0.22676603849996302,0,0,0,0,0,0,0,0
5658,senado02,SAN JOSE DE LA MONTANA,5,2,10592550.25,1415.5,102,0,0.75,0,0.25,0.004387702620563388,0.5491891926483385,0.01895801985334215,0.155955733796039,0.006564862019797127,0.3613478479107195,0.0278503046127067,0.184542738064095,0,0,0,0,0,0,0,0
5659,senado02,SAN JUAN DE URABA,5,2,10592550.25,5239,102,0.25,0,0.75,0,0.005326541494416861,0.165143180181548,0.0140041891814554,0.19560711510469575,0.10371081745822666,0.416283872471628,0.244340985711992,0.15567206209969373,0,0,0,0,0,0,0,0
5660,senado02,SAN LUIS,5,2,10592550.25,2467.75,102,0.25,0.5,0.25,0,0.01567923583325975,0.487448882653742,0.02482425572709935,0.05394684640854927,0.032181036696591066,0.435444816530844,0.116136919315403,0.19346214260226174,0,0,0,0,0,0,0,0
5664,senado02,SAN PEDRO,5,2,10592550.25,6748.25,102,0,0.5,0.25,0.25,0.009049477885900688,0.4907027637298925,0.01886708538271205,0.09773562280257528,0.007420890387309574,0.3840266818220535,0.0174418604651163,0.24673952949788222,0,0,0,0,0,0,0,0
5665,senado02,SAN PEDRO DE URABA,5,2,10592550.25,7470.5,102,0,0.25,0.5,0.25,0.003505538806238803,0.233908815869313,0.01151573899947236,0.13660205797173366,0.11867173791583868,0.37990826885123075,0.261248852157943,0.2038322251615992,0,0,0,0,0,0,0,0
5667,senado02,SAN RAFAEL,5,2,10592550.25,3789.75,102,0,0.5,0.25,0.25,0.0038560865517359537,0.535681881190614,0.013793495726860349,0.10114220054803548,0.015686887089565706,0.3576686238793577,0.0463591135232926,0.24020447850207,0,0,0,0,0,0,0,0
5670,senado02,SAN ROQUE,5,2,10592550.25,4714.5,102,0.25,0.5,0.25,0,0.006412733261941104,0.6364932123096025,0.017048338625620447,0.11105192914605035,0.019022228111783623,0.3665808212400824,0.0397512769264934,0.16658243388433877,0,0,0,0,0,0,0,0
5674,senado02,SAN VICENTE,5,2,10592550.25,7184,102,0.25,0.5,0.25,0,0.006759326454885253,0.39907989311632996,0.014577889316285349,0.1396477647823525,0.02854773226373799,0.334486239777191,0.149693058397607,0.2551335455857795,0,0,0,0,0,0,0,0
